miRNA	Tumor_1	Tumor_2	Tumor_3	Tumor_4	Tumor_5	Tumor_6	Tumor_7	Tumor_8	Tumor_9	Tumor_10	Tumor_11	Tumor_12	Tumor_13	Tumor_14	Tumor_15	Tumor_16	Tumor_17	Tumor_18	Tumor_19	Tumor_20	Tumor_21	Tumor_22	Tumor_23	Tumor_24	Tumor_25	Tumor_26	Tumor_27	Tumor_28	Tumor_29	Tumor_30	Tumor_31	Tumor_32	Tumor_33	Tumor_34	Tumor_35	Tumor_36	Tumor_37	Tumor_38	Tumor_39	Tumor_40	Tumor_41	Tumor_42	Tumor_43	Tumor_44	Tumor_45	Tumor_46	Tumor_47	Tumor_48	Tumor_49	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	Control_7	Control_8	Control_9	Control_10	Control_11	Control_12	Control_13	Control_14	Control_15	Control_16	Control_17	Control_18	Control_19	Control_20	Control_21	Control_22	Control_23	Control_24	Control_25	Control_26	Control_27	Control_28	Control_29	Control_30	Control_31	Control_32	Control_33	Control_34	Control_35	Control_36	Control_37	Control_38	Control_39	Control_40	Control_41	Control_42	Control_43	Control_44	Control_45	Control_46	Control_47	Control_48	Control_49
hsa-miR-500a-3p	114.199754	143.286227	106.443511	309.310582	194.96524	147.835108	330.207823	611.083896	159.075594	342.99553	751.005881	466.537451	200.212104	322.280049	111.690347	318.698041	424.542884	169.040914	245.487352	204.782222	146.554919	195.054112	179.636487	430.301053	325.77313	400.953214	691.6413	573.023241	410.867222	185.205721	562.857819	207.345858	325.752431	212.277072	233.388866	137.235685	156.12823	138.233521	300.949555	387.357187	176.680671	88.211995	484.120773	225.988865	381.891472	430.752714	113.947199	374.074076	396.740622	102.595849	111.372141	87.408468	117.288699	133.037453	126.595993	145.709663	90.720836	92.730717	151.536829	387.985564	260.655091	120.56611	98.63639	200.468528	111.768945	166.417226	221.043819	79.557192	115.6421	116.326984	121.669234	141.374591	122.580452	178.985227	123.587875	114.056031	146.495636	130.678338	225.060661	199.785034	203.949376	213.005045	244.330004	222.490748	197.986995	305.007829	176.225468	158.604326	217.681033	81.920211	137.742961	149.204918	134.781565	160.198581	272.262706	132.047858	170.718911	201.315977
hsa-miR-500a-5p	0.86712	4.173386	1.2565	5.304062	3.773521	3.641259	2.85688	2.997142	1.797464	2.66715	6.32574	5.457854	2.297986	5.45445	1.100396	2.136707	3.106411	3.411522	1.661504	1.921035	3.006255	4.188837	2.877061	2.902913	4.94036	3.716089	6.665935	10.324744	8.25209	1.205244	12.846769	8.517039	4.414488	6.374107	4.035543	3.960626	6.523465	2.14553	6.692566	1.92907	1.853942	1.650225	4.22104	5.15284	3.000576	5.456405	8.03922	8.834814	6.651469	1.738912	2.814459	2.339101	1.717943	1.466555	1.785836	2.197477	3.113987	2.92988	2.085369	7.181419	3.434191	1.923928	2.861462	2.749569	1.445288	3.328345	3.34915	1.413094	3.564311	3.280371	2.128652	2.913827	2.953746	3.335129	2.922687	2.830174	3.70671	2.927194	4.334757	4.313149	2.84316	3.74632	6.269895	3.483675	7.290496	4.525338	1.65005	3.604644	1.554866	2.100518	2.343137	3.643375	2.660163	2.822291	7.091385	3.628555	1.206493	4.057233
hsa-miR-500b-5p	0.86712	4.173386	1.2565	5.304062	3.773521	3.641259	2.85688	2.997142	1.797464	2.933865	6.32574	5.457854	2.297986	5.45445	1.100396	2.136707	3.106411	3.411522	1.661504	1.921035	3.006255	4.188837	2.877061	2.902913	4.94036	3.716089	6.665935	10.324744	8.25209	1.205244	12.846769	8.517039	4.414488	6.374107	4.035543	3.960626	6.523465	2.14553	6.692566	1.92907	1.853942	1.650225	4.22104	5.15284	3.000576	5.456405	8.03922	8.834814	6.651469	1.738912	2.814459	2.339101	1.717943	1.466555	1.785836	2.197477	3.113987	2.92988	2.085369	7.181419	3.434191	1.923928	2.861462	2.749569	1.445288	3.328345	3.34915	1.413094	3.564311	3.280371	2.128652	2.913827	2.953746	3.335129	2.922687	2.830174	3.70671	2.927194	4.334757	4.313149	2.84316	3.74632	6.269895	3.483675	7.290496	4.525338	1.65005	3.604644	1.554866	2.100518	2.343137	3.643375	2.660163	2.822291	7.091385	3.628555	1.206493	4.057233
hsa-miR-501-3p	12.226396	26.153215	11.129001	46.619915	45.491889	33.135456	49.757343	63.939022	24.020661	54.67658	123.703356	24.232874	31.022821	53.141921	24.758944	46.021379	37.691124	28.997937	43.06067	23.052409	32.50513	48.99118	49.629301	71.456324	56.087615	63.55794	129.076749	132.591438	87.298428	31.604158	59.998638	42.291506	36.971337	26.655356	59.187953	33.467288	59.146072	26.052881	60.664867	33.951627	38.561994	14.701999	72.731759	51.896466	60.829856	58.201635	19.014503	54.816008	75.905011	22.3885	28.747682	12.803495	21.864736	36.035342	27.581259	30.088538	18.891524	17.872271	38.509819	80.318493	25.756431	23.407783	32.991008	27.495684	23.606371	38.830689	62.963997	16.391891	20.197766	30.785016	28.45671	29.569954	34.788562	20.646035	22.963966	18.962167	28.364392	27.181093	28.436015	28.639306	29.000236	39.603954	32.133215	25.546954	29.876738	49.175346	29.370911	18.795642	31.319417	28.418778	16.736691	19.778325	25.714906	31.44838	41.734548	16.091854	28.352609	35.355877
hsa-miR-501-5p	0.953832	1.391129	0.1795	1.116644	2.30604	2.002693	0.476146	0.333016	0.898733	3.467295	6.32574	4.584598	1.436241	3.740194	2.475894	3.615965	2.278034	1.705761	1.246129	1.536828	1.503128	2.18548	2.697245	2.23301	3.777923	2.56282	6.867933	5.70578	1.302963	0.937412	5.929279	2.643219	3.310866	3.283633	2.017771	2.376375	10.002644	0.919513	4.965453	1.543256	1.853942	1.050142	2.272866	4.04866	0.818339	4.547004	7.619783	5.01978	6.260205	1.738912	1.407228	0.738664	0.780884	1.257047	0.992131	1.183258	0.622797	0.146494	0.973172	5.480556	1.717095	1.603274	2.019857	0.249961	0.481762	2.440786	3.125872	1.554403	2.376207	3.28037	1.008307	1.187116	1.969164	0.476447	0.97423	1.415086	0.322322	0.836341	2.947636	3.277994	1.705896	1.605566	2.743078	2.554695	2.430166	2.413513	0.99003	1.029899	1.332742	2.347638	1.171569	1.040964	2.364589	0.80637	2.557549	1.735396	1.206494	2.125218
hsa-miR-502-3p	1.647528	12.65927	7.3595	6.141545	8.595241	9.103148	7.856421	10.323487	9.150729	15.202756	36.900149	13.753793	5.170469	7.63623	7.977881	7.067568	9.526327	9.211108	6.784478	4.994689	17.473857	23.676036	6.293571	8.93204	16.41943	13.967369	13.735866	13.856892	5.646169	8.168872	16.517272	22.026826	16.002519	13.907143	13.451808	9.901565	19.135494	7.969116	12.737464	11.960232	16.314688	3.000407	14.61129	19.139121	9.820068	25.311649	15.728907	16.665671	20.345671	6.95565	8.04131	5.663085	5.778538	9.008835	7.143347	6.761469	8.096368	8.203665	9.0366	15.307761	6.868381	7.054402	13.634038	6.249021	4.215424	4.659683	10.717277	6.78285	10.296899	11.607464	7.282228	9.712758	6.071589	6.511441	7.654657	11.886733	5.157162	4.390792	8.842907	8.108719	7.013128	8.206223	10.384513	5.57388	10.578368	8.748987	4.950154	4.119593	9.773436	10.131912	6.359943	7.980728	6.50262	5.107002	12.671492	6.152768	8.445458	10.04648
hsa-miR-502-5p	0.346848	0.97379	0.1795	0.558322	0.20964	0.364126	0.476146	1.665079	0.408515	0.800145	1.05429	1.091571	0.861745	1.402572	1.100398	0.493086	0.621282	0.511728	0.415376	0	0.751564	0.364246	0.539448	1.339806	0.435915	1.025128	1.211988	2.988742	0.868642	0.66958	1.694079	2.349528	0.735748	1.738394	0.67259	0.792125	2.174489	0.459756	1.943003	0	0.741576	0.15002	0.324695	1.8403	0.54556	1.667235	1.258311	1.405538	2.543208	0.652092	0.201033	0.615553	0.780883	0.838032	0.595278	0.676147	0.622797	0.73247	0.417075	0.37797	0.686838	0.64131	0.168321	0.999844	0.240881	0.22189	0	0.706546	0.396035	0.504672	0.560171	1.079198	0.492291	0.635263	0.835055	0.849051	0.483483	0.41817	1.040341	1.552734	0.94772	0.89198	1.567473	1.161225	1.715411	0.905068	1.320041	0.772424	1.332743	0.49424	0.836835	0.520482	1.773442	0.53758	1.511277	1.262106	0.804328	0.579605
hsa-miR-503-5p	2.601361	5.008063	3.4105	1.954128	6.289201	13.654721	4.999541	0.666031	3.268118	21.603917	4.56859	11.788967	3.15973	1.948019	4.12649	4.109052	2.485129	2.729217	1.384588	1.921035	3.757819	8.195551	3.056876	2.009709	9.154196	2.050256	3.635965	10.053039	15.201219	5.088805	9.740954	3.817983	2.942992	4.249405	1.345181	2.97047	2.609385	5.976837	9.283237	1.92907	1.853941	2.700366	10.390252	7.361201	5.182813	2.728202	2.097188	14.456968	9.977205	9.129291	2.613426	3.447096	3.123534	5.866219	4.762231	6.085322	7.681169	6.592231	17.656127	18.709484	7.898639	3.5272	8.247752	13.997803	10.357899	8.653696	6.698298	3.532735	3.960346	7.065413	3.361029	11.979068	7.876656	5.876179	10.438165	5.660348	22.401423	10.872437	7.629175	10.351557	8.150393	13.736506	5.09429	8.128576	12.293778	26.850343	4.620143	3.604644	6.219459	5.436636	4.35154	5.204823	7.684914	9.004451	22.552931	3.313029	7.238964	14.103711
hsa-miR-504-5p	0.086712	0.556452	1.077	3.070773	0.20964	1.638567	0.71422	0	2.287682	3.73401	1.40572	3.929654	0.287248	4.831084	2.200795	1.64362	1.242564	0.170576	0	0	1.503128	2.549727	0.359632	0.669903	3.632618	0.512564	1.413986	0.815112	6.080489	2.142656	3.105811	5.87382	1.655433	1.931549	1.345181	0.594094	0.434898	0.306504	6.044899	1.543256	0.741577	0.900122	2.272868	4.78478	0	3.334469	1.67775	1.204747	1.760682	0.217364	0	0.246221	0.93706	0.419016	0	1.014221	1.453194	1.611434	0.973172	0.755939	0.343419	0.320655	0.673285	0.249961	0.361323	0.44378	1.33966	0.565237	3.168277	0.252336	1.232377	2.266311	0.492291	0.158816	0.695879	1.132069	0.805806	1.045426	0.866952	0.86263	0.94772	0.89198	2.939013	0.696735	1.143608	1.810135	0.33001	0.772425	0.888495	0.37068	0.669468	0.520482	0.295574	0.80637	2.09254	0.315526	1.608659	0.966008
hsa-miR-505-3p	12.139684	30.048374	37.156504	149.351228	46.95937	86.844025	73.088535	45.290141	62.421034	124.822634	164.469233	77.719855	8.61745	86.102381	84.73061	16.600568	33.135055	36.84444	54.829664	60.704676	74.968476	471.881609	36.143078	46.66991	53.326825	10.635703	61.205407	41.02727	89.904349	49.281061	36.846224	66.080478	34.764093	73.978271	197.068985	13.664159	32.182421	63.446425	35.40583	60.186973	85.281329	42.305753	76.628102	60.729904	30.551316	190.216275	21.111692	47.185941	81.187058	192.149853	184.548061	92.579109	131.3446	140.579735	149.018167	76.573639	77.434492	180.773625	98.012353	83.909198	124.661131	160.006621	128.260973	96.984774	90.330506	179.064937	167.457438	128.874173	150.889177	182.439066	131.752321	142.453788	78.438363	95.448201	133.330164	166.131243	68.171239	104.960842	181.539684	204.788286	94.203381	82.062245	141.464523	160.481323	93.77579	83.567919	173.915396	165.556137	119.502449	107.99135	133.558789	127.171172	90.741099	94.34514	63.008705	164.073802	141.964133	156.493227
hsa-miR-505-5p	4.422313	6.677416	5.385	21.495411	7.337401	12.92647	26.188075	12.321583	8.905619	20.270342	27.060109	15.718622	2.297987	20.648989	6.877485	5.095223	5.798634	5.458436	14.676626	12.678824	9.394546	86.690715	15.644019	9.155341	4.649751	3.84423	13.937865	7.87941	16.938501	11.248938	4.799891	11.160258	5.51811	10.430358	36.31988	3.366533	9.567747	11.340666	2.914504	11.574418	18.168632	3.90053	13.637204	12.514041	8.183389	25.008515	1.677751	8.03165	14.67236	27.387876	17.690881	12.311053	16.554729	23.88389	20.041059	11.156424	7.058371	19.630198	17.934175	24.190041	16.140697	17.315347	19.861934	9.998431	17.463898	21.745183	25.453532	19.218078	20.989834	24.47661	17.477348	18.130482	11.650887	12.387621	16.840241	23.773465	13.215227	16.935912	19.246328	26.741521	12.699449	9.633394	24.491781	24.153483	19.584273	19.308111	20.130624	18.280693	19.102623	20.634502	15.230388	13.359045	15.960975	15.992979	11.392717	17.038433	14.477928	15.842525
hsa-miR-506-3p	0	0.139113	0.1795	0.837484	0	0	0.238073	0	0.081703	0	0	0.654942	0.574496	0.077921	0.275099	0	0	0	0.415377	0	0	0	0	0	0	0	0	0.543408	0	0	0	0	0	0	0	0.396063	0	0.153252	0.215889	0	1.112365	0	1.948172	0	0.27278	0	0.069906	0	0	0	0.402065	0	0	0	0	0	0.207599	0	0	0	0	0	0	0	0.120441	0	0.223277	0	0	0	0	0	0	0	0	0	0	0	0	1.380208	0	0	0	0	0.142951	2.111824	0	0	0	0	0	0	0	0	0.116252	0	0	0
hsa-miR-507	0	0	0	0	0	0	0	0	0	0	0	0	0	0.155841	0	0	0	0	0	0	0	0	0.179816	0	0	0	0	0	0	0.133916	0	0	0	0	0	0	0	0.153252	0	0	0	0	0	0	0	0.151567	0.069906	0	0	0	0.201033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.172526	0	0	0	0	0	0.301689	0	0	0	0	0	0	0	0	0	0	0.201082	0
hsa-miR-508-3p	0.43356	17.389106	6.103	28.19528	0.20964	0.546189	4.047248	6.327298	2.451088	1.60029	0.35143	8.950882	20.394632	6.701181	23.108347	1.64362	1.863846	6.311316	25.614867	20.362961	1.315237	1.821232	2.157795	2.009709	2.906094	2.434679	8.28192	30.974231	3.040244	10.17761	3.105812	1.468455	2.023307	0.579465	0.67259	2.178344	2.609385	1.685774	12.413631	6.558837	61.73627	5.550755	58.769858	0.73612	11.183965	2.576635	4.543907	5.220572	2.738839	0.869456	11.860933	0.984885	0.156177	0.419016	0	0.50711	0.830396	2.050916	0.417074	0.944923	3.090771	0.961965	1.178249	1.249804	0.120441	0.44378	1.33966	0.706547	0.792069	1.514017	0.336102	0.863356	4.758813	0.635263	0.278352	1.415087	0.161161	3.136279	0.520171	28.294254	0.94772	0.356792	0.587802	0.232245	1.143608	184.33213	2.640082	0	0.888495	1.359159	0.334734	0.693976	0.295574	4.300636	4.417585	1.577632	3.217317	2.125218
hsa-miR-508-5p	0	0.417339	0.359	0.558322	0.20964	0.182063	0	0.333016	0.081703	0	0	1.091571	1.436241	0.311683	0.275099	0	0	0.170576	0.969211	0	0	0	0	0	0	0.128141	0	0.815112	0	0.267832	0	0	0.183937	0	0	0.594093	0	0.153252	0.323834	0.385814	0.185394	0.15002	0.649391	0	0.27278	0	0.279625	0.200791	0	0	0.402066	0.246221	0	0	0	0	0	0	0	0	0.343419	0	0	0.249961	0	0	0	0	0	0	0.112034	0	0	0	0	0	0	0	0	1.035156	0	0	0	0	0	7.84392	0	0	0.222124	0	0	0	0	0.403184	0.116252	0	0.201082	0
hsa-miR-509-3-5p	0	0.556452	0.1795	1.674967	0	0	0	0	0.163406	0	0	0	0.287248	0	0	0	0	0.341152	0.276917	0.384207	0	0	0	0	0	0	0.403996	1.901927	0.434321	0.937412	0	0	0	0	0	0	0	0	0.215889	0	0.926971	0.300041	0.324695	0	0.545559	0	0.139812	0.200791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.168321	0	0	0	0	0	0	0	0	0.10792	0.328194	0	0	0	0	0	0	0.517578	0	0	0	0	0	2.111824	0	0	0	0	0	0	0.295574	0.134395	0.116252	0	0	0
hsa-miR-510-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-513b-5p	0	0	0	0	0	0	0	0	0	0	0	0.436628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.267832	0	0	0	0	0	0	0	0	0	0	0	0.15002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.168321	0	0	0	0	0	0	0.504672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.301689	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-513c-5p	0	0.139113	0	0	0	0	0.238073	0	0	0.266715	0	0.436628	0.287248	0	0	0	0	0	0	0	0	0.182123	0	0	0.145305	0	0	0.271704	0.434321	1.874823	0	0	0	0.193155	0	0	0	0	0.107945	0	0	0	0.974086	0	0	0	0.069906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.172526	0	0	0.195934	0	0	0.603378	0	0	0	0	0	0	0	0	0.116252	0	0.201082	0.193202
hsa-miR-514b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.301689	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-514b-5p	0	0	0.1795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.209718	0	0	0	0.402065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.141309	0	0	0	0.10792	0	0	0	0	0	0	0	0.345052	0	0	0	0	0	0.603378	0	0	0	0	0	0	0	0	0	0.157763	0	0
hsa-miR-517a-3p	0	0	0	0.558322	0	0	1.904586	191.817071	1.797465	1.867005	0.35143	23.359618	0	0	0	0.164362	0.207094	1.023456	0.276917	1.921034	0	0.182123	0	0.223301	55.506395	0.128141	0	3.803854	23.01899	0	0.42352	0	0	0	0	0	0	2.605287	0.215889	0	0	2.400325	0	0	0.27278	0	0	5.019781	0.195631	0	0	0	0	0	0	0	0.415198	0	2.780493	0	0	0	0	2.499608	0	0	0	0	0	0	0	0	0	0.158816	0	0	1.611613	1.254512	0	0	0	0	0	0	4.574429	0	0	2.317271	14.215906	0	0	2.081929	0	0	0	1.41987	1.608658	2.704823
hsa-miR-517b-3p	0	0	0	0.558322	0	0	1.904586	191.484055	1.797465	1.867005	0.35143	23.359618	0	0	0	0.164362	0.207094	1.023456	0.276917	1.921034	0	0.182123	0	0.223301	55.506395	0.128141	0	3.803854	23.01899	0	0.42352	0	0	0	0	0	0	2.605287	0.215889	0	0	2.400325	0	0	0.27278	0	0	5.019781	0.195631	0	0	0	0	0	0	0	0.415198	0	2.780493	0	0	0	0	2.499608	0	0	0	0	0	0	0	0	0	0.158816	0	0	1.611613	1.254512	0	0	0	0	0	0	4.574429	0	0	2.317271	14.215906	0	0	2.081929	0	0	0	1.41987	1.608658	2.704823
hsa-miR-517c-3p	0	0	0	0.279161	0	0	0.238073	28.639355	0.408515	0	0	3.493027	0	0	0	0	0	0	0	0	0	0	0	0	8.572977	0	0	0	2.605924	0.267832	0.141173	0	0.367874	0	0	0	0	0.153252	0	0	0	0.15002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.415198	0	0.139025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666371	0	0	0.173494	0	0	0	0	0	0.386403
hsa-miR-518b	0.173424	0	0.1795	0.279161	0	0	2.380733	395.622708	1.96087	2.13372	0	22.704677	0	0	0	0	0.207094	2.046913	0	2.689448	0.187891	0.182123	0	0	72.216434	0.128141	0	4.075557	50.815504	0	0.42352	0	0	0.193155	0	0	0	5.363827	0	0	0	0.750102	0	0	0.545559	0.151567	0	6.023737	0.195631	0	0	0	0	0	0	0	0.207599	0	2.224394	0	0	0	0	0.499922	0	0	0	0	0	0	0	0	0	0.158816	0	0	0.483484	0.627256	0	0	0	0	0	0	0.714754	0	0	0.772424	2.443359	0	0	0.520482	0	0	0	0.315526	0.603247	0.772807
hsa-miR-518c-3p	0	0	0.1795	0	0	0	1.42844	150.523118	1.062138	0	0	15.281994	0	0	0	0	0	0.511728	0	1.152621	0	0	0	0	15.547603	0.128141	0	0.543408	9.120732	0	0	0	0	0	0	0	0	1.072765	0	0	0	0.600082	0	0	0	0	0	0.602373	0	0	0	0	0	0	0	0	0	0	0.556099	0	0	0	0	0.249961	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41817	0	0	0	0	0	0	0.428853	0	0	0.514949	1.999112	0	0	0.173494	0	0	0	0	0.402164	0.193202
hsa-miR-518c-5p	0	0	0	0	0	0	0.952293	94.909489	0.408515	0.266715	0	12.007281	0	0	0	0	0	1.535184	0	1.921034	0	0	0	0	23.103449	0	0	0.543408	23.453309	0	0.282346	0.293691	0	0	0	0	0	0.919512	0.107945	0	0	0.600081	0	0	0.818339	0	0	3.011869	0	0	0	0	0	0	0	0	0	0.292988	0.695124	0	0	0	0	0.999844	0	0	0	0.141309	0	0	0	0	0	0	0	0	0.161161	0.209085	0	0	0	0	0	0	1.42951	0	0	0.257475	4.442471	0	0	1.387952	0	0	0	0.94658	0.603247	1.159211
hsa-miR-518d-3p	0	0	0	0	0	0	0	7.659362	0	0	0	0.218314	0	0	0	0	0	0	0	0	0	0	0	0	1.453048	0	0	0	0.868641	0	0	0	0	0	0	0	0	0.153252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142951	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518e-3p	0	0	0.359	0	0	0	0.238073	93.244409	1.63406	0.53343	0.35143	12.44391	0	0	0	0	0	0.170576	0	0.384207	0	0	0	0	24.265883	0	0	0.543408	6.514809	0	0	0	0	0	0	0	0	0.613008	0	0	0	0.15002	0	0	0	0.151567	0	1.606329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.499922	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41817	0	0	0	0	0	0	0.428853	0	0	0.51495	0.888495	0	0	0.346988	0	0	0	0.631052	0.201082	1.15921
hsa-miR-518e-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518f-3p	0	0	0	0	0	0	0	44.957125	0.980436	0.266715	0	9.38751	0	0	0	0	0	0.682304	0	0	0	0	0	0	10.752549	0	0	0	5.211847	0	0	0	0	0	0	0	0	0.153252	0.107945	0	0	0	0	0	0	0	0	0.200791	0	0	0	0.123111	0	0	0	0	0	0	0.139025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.209085	0	0	0	0	0	0	0.428853	0	0	0.257475	0.222124	0	0	0	0	0	0	0	0	0
hsa-miR-518f-5p	0	0	0	0	0	0	0.238073	99.238693	1.062138	1.06686	0	7.204369	0	0	0	0	0	0.341152	0	0.768414	0	0	0	0	25.864236	0.128141	0	0.543408	47.775258	0.133916	0.141173	0	0	0	0	0	0	0.613009	0	0	0	0.15002	0	0	0.27278	0	0	0.602374	0	0	0	0	0	0	0	0	0.207599	0	0.695123	0	0	0	0	0.499922	0	0	0	0	0	0	0	0	0	0.158816	0	0	0	0.418171	0	0	0	0	0	0	0.285902	0	0	0	1.332741	0	0	0.173494	0	0	0	0	0	0.193202
hsa-miR-519a-5p	0	0	0.1795	0	0.20964	0	0.952293	345.004313	1.552356	2.66715	0.35143	28.599161	0	0	0	0	0	0.341152	0.138459	1.536827	0.375782	0	0	0	74.396005	0	0	0.271704	48.643899	0	0.564693	0	0	0	0	0	0	3.065044	0	0	0	0	0	0	0.818339	0.454701	0	4.015825	0	0	0	0.123111	0	0	0	0	1.037996	0	0	0	0	0	0.336642	0.749883	0	0.22189	0.893106	0.282619	0	0	0.112034	0	0	0	0	0	0.322322	0.41817	0	0	0	0	0.195934	0	1.143607	0.301689	0	0.514949	2.665482	0	0	0.693976	0.886721	0	0.232504	0	0.603246	0.772807
hsa-miR-519b-3p	0	0	0.1795	0	0	0	0	19.64793	0.081703	0	0	2.61977	0	0	0	0	0	0	0	0.384207	0	0	0	0	8.718282	0	0	0	2.171603	0	0	0	0	0	0	0	0	0.306504	0	0	0	0	0	0	0.545559	0	0	1.003956	0	0	0	0	0	0	0	0	0	0	0.139025	0	0	0	0	0.249961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.444247	0	0	0.173494	0	0	0	0	0	0
hsa-miR-519c-3p	0	0	0	0	0.20964	0	0	50.951409	0.490218	1.333575	0	3.274713	0	0	0.275099	0	0	0.341152	0	0	0.187891	0.182123	0.179816	0	29.932769	0	0	0.815112	47.775259	0.133916	0	0	0	0.193155	0	0	0	0.306504	0	0	0	0	0	0	0.27278	0.151567	0	0.803164	0	0	0	0	0	0	0	0	0.207599	0	0.139025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139176	0	0.161161	0.209085	0	0	0	0	0	0	0.142951	0	0	0	0.222124	0	0	0	0	0	0	0	0	0.193202
hsa-miR-519d-3p	0	0	0.1795	0	0	0	0.476146	82.587906	0.408515	0.800145	0	14.190423	0	0	0	0.164362	0	1.194032	0	0.384207	0	0.182123	0	0.223301	25.137713	0	0	0	9.989372	0	0.282346	0	0	0	0	0	0	1.226017	0	0	0	0.15002	0	0	0.27278	0	0	1.405537	0	0	0	0	0	0	0	0	0	0	0.27805	0	0	0	0	0.499922	0	0	0	0	0	0	0	0	0	0.158816	0	0	0	0	0	0	0	0.178396	0	0	0	0	0	0	0.888495	0	0	0.520482	0	0	0	0.315526	0.201082	0.579606
hsa-miR-519e-3p	0	0	0	0	0	0	0	2.33111	0.081703	0	0	0.218314	0	0	0	0	0	0	0	0	0	0	0	0	0.435915	0	0	0	1.302962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222124	0	0	0	0	0	0	0	0	0
hsa-miR-519e-5p	0	0	0	0	0	0	0	1.332063	0	0	0	0.218314	0	0	0	0	0	0	0	0	0	0	0	0	0.726524	0	0	0	0.868641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.200791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-520a-3p	0.086712	0	1.9745	0	0.20964	0	4.285321	566.126769	9.395836	2.66715	0.70286	30.12736	0	0	0.275099	0	0	3.92325	0	0.384207	0	0	0.359633	0	81.806545	0	0	1.630223	46.472298	0	0.282347	0	0	0	0	0	0	18.543521	0	0	0.185394	0.450061	0.649391	0	0.545559	0.151567	0	7.027693	0	0	0	0	0	0	0	0	1.660793	0.146494	1.112197	0	0	0	0	1.749725	0	0	0	0	0	0	0	0	0	0	0	0	0	0.209085	0	0	0	0	0	0	0.857705	0	0	0.772424	2.44336	0	0	0.346988	0	0	0	0.631053	0.402165	1.738814
